Hashed Email,User Group,Statistical Category 1,Statistical Category 2,Statistical Category 3,Statistical Category 4
dcca67f80a413636a0e1b073fac23e74b3c1ebe99d716e59e74dc256e7ad32ed,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
c9bf0239618690231e5af3b4913fd4d064628bcd7840adf543802633c9209cb7,ALUMNI,Lee Kong Chian School of Business,0,0,GY_2016
e3f075b74eadcfb777edc453055fc2130d4a1ec973fdcb870325c83e20907b4e,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
08bd9f00beba7618940a15a309849a9bee46977eef21cf8768f3a355e64ff462,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
32b69d0dc8e4899087aaec56e9dd9c3e7afa625e51efd69cb0d3d47e49df027e,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2013,0
02977bed5703b8b2b9dbca8481f07e2f4a9727ce7f920c825f9ce0a7b75e2bd9,PHD,School of Economics,PhD in Economics,AY_2013,0
96dc6964043915a5fcd029c1f2e90378caec436787cfe098ef19fb8e562e2732,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
22161cec4ba0b91fcdeb4d266df86686529f6f16a92ea843ea2c8668b4ef5acf,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
8e36d075bfad5a48c9d6654afdde85eae38119149fbdc146e29ef2d52d1c7fe3,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2011,GY_2015
75ff409c7e5638f28de40211da49e6f52c8ad22065bd7bcfd1139e790029824c,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
c730efb42c342a71d497da570f64a568a781c17cafe5a17c44eb6787c302056f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
1cabed7af761f02fa2422281e2dbb36e6bd99653d6df3c6a7b0a3773462d1b4b,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
f55cbcf744dd4b148de48da7bc8020e7376fec35313405fcf707bff46b980112,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
aa3c9e8dcc7a19592b76c2dabb782bda53cae945d8d869dfe1f86b699bbea7ce,FACULTY,School of Information Systems,0,0,0
e261382d038923ec844f033f20f3e64687bf17431642c8129ff5778f4ff6a6c3,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2011,GY_2015
ddfae4ce8370368d505de17f09c3da031d543a9985eac1fe064faad22100f327,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2013,GY_2017
86968b31ede67b203987f3c0e76691493cbcfb12850dadcb30722a67940c4ec8,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2015,0
29adb480acd18688a4e824c5aa9afe71a9c1e9aa832617d298fe57943cf8b759,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
69e8ec618458c50a089c10e706ed7c0dffe430aa2e73331b2a97120962a5b4b6,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
df56235bddaa6fe0fb85e27d7277c9b1fffaaec8e6a9481094a98cac1b2b7c07,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
c6415ff8a2511c16e5b0bb11128d7fe8d2cbc73fd88295916777e3c375a7a8b8,ADMIN STAFF,Others,0,0,0
a02bf3f3de3833c6157dee4b552cd20f48da00afd857b110f6bcbd5fcea9390b,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
87eea2d0b931236d5da6e50820447ba37cffd78483a817709c5bcfad34dce2c4,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
567f88c3c29d7bf4c9268d4e9860afcab38fc33d6808a702ac94eb1c09374d51,MASTER,School of Law,Juris Doctor,AY_2015,0
9d8bd45c67fabf1a9532c5ed3f98f68e8068722c777515d794161da77bb31f3c,LIBRARY STAFF,0,0,0,0
0f57339db1ab43d9a67b95c42824d7dce40da8f9643f7298d43ec10f0e7e0947,MASTER,School of Law,Juris Doctor,AY_2014,GY_2017
382595acd7fe09428f3ed5b8d7604f111f94328c6ffed472592d27612529577f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,0
47e7af267120614f4ad1ec1fd13baad090127866c0639c11f170d20a89efaa29,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
11f89be0f2da01e536b949c056faa136f13b5d6b6b98d2b700552ebabf146582,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
b444634b2dc7900fab816a9536f47423545952243f6ed98f2ec28c0fbec79193,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
12bb64d7a99eb36515e350959295ec8a385cf3aca6e0e79b7aed8edb7194c4d8,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2014,0
e5e76743b02d889577ca63ea31eea3cc7a5f88ceab8ce5d11bac651d634fca41,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2011,GY_2015
90a296ccc082433320597199ae8d8bcc96480f19fb42ad219d199443fea2553e,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
cde9a17186be7e4dcfbe003d4e44daad3d8ceba2bc5f65a9171c213f0c8d32af,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
ad293711df9305cf3a55dfd0073bbf5270fa2827085d50eb73da18374b619cac,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2016,GY_2017
24ea5c42b70a91048bd15f6725e05bbb8c65bbe8aeffdcdccc7520855166c760,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2011,GY_2015
f40b88dd3b0856d72e204bd2dae45fa518ccc54fa27c71e1e5d7f65aa5a5a1da,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
b8355415dd2d1aec120b50ca69e31de92db231f1b071e4c01f0117a2a4d3ab96,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2015,0
44502b23a5cd30ab5ffb331690e98e19663f208d51e5f40bd128639fbf2e585e,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
52a385e3f6ac451f24f85cb1a2125112c12e0c6e8b9eb9248b86895cae6019df,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2011,GY_2016
5b2b0f9e640bd90c58064a1e21fb8c46915c80a63f1726f398113afc9ebda85c,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2015,0
ea559ee0a608cdf3227e0f2b003cd39757a484e92b3e01539f4ce62e20fe10ad,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2013,GY_2017
42af1b08f93ff3b501b8e9281c1811b59c82e4e7b14873820005fef5d9f91c86,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
f5ac4d18719912ec637e310d2fd3cc71612b30d1d5596b1457d40357eec5b373,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance (China),AY_2015,GY_2016
462f82cc7b8fe1e4f5aeec804e67ce36607c57d8221687ef31691eede82d3a8b,MASTER,Lee Kong Chian School of Business,MSc in Quantitative Finance,AY_2015,GY_2017
caa295cafc5b6704c017072cfc63aa84574e1a017f8f8b6e819b7b22fbc51a25,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
b4b8b4cb687f76a8b5903a80f19f08fb87e09b56cb23c398041e5bd8949f4fe9,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
6bed242288b6f6a0aa515a33cef3a4f2fce8ccf6814719f09fb2e4cd5e4ed0f8,MASTER,School of Accountancy,Master of Prof Acct,AY_2016,GY_2017
1b6d3136bccf18ec0068d770e3067297390530107b6b01a0c1fbe2c4d644a065,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
ee5779244228a176dc9d7f95aa31d01aa34f8f5dabcd5a30bc947d8d08ab76ae,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
15b235d2d6bd353909f517ffe9af7bb2893293fde32a98c3f9eecb1c7802ce06,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
87b4049ce47b7bbf2c25728f5c85e6f55d2781cdadd8638714dac8109caa1675,ALUMNI,0,0,0,0
0032b9b851db3a0cba8ae26bdc6877ce9a2732e2b37ed1b7a3f650abad1fb058,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
8cfc3c63917f9300b20484335524420eec3d8a43d048a4701facc44a8156f198,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
31ece0ad67de478b8fbb7bdceeddb7933a0637c21cb5299aee6cbb2b482d2ac1,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
9d2a3b574c21faaabad6dfdb45e4ce4f76e7616f9005fb6c6d440c9454bc96e9,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2011,GY_2015
0a8f0797b435920d2a073e525fec23f3acde6732584c60fa289ed04d314b0ac4,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2014,0
17693d30ea64d583fd858ca2b4f72c9fa70dc0f6f161c709aeba1fa2389e9ef0,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2011,GY_2015
9be9f6d811870344c3277641cedb058639bdd7633a1130c210c44caebd08cace,ADMIN STAFF,School of Social Sciences,0,0,0
eb32258ebc1b6b4bb9d11e752317465d2d91b1d1fcf65bd4debf72e0b736bde3,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
9a54e540b9b5d02ced86d1f921cee660cd76a57585d0c4311b611366b71fa6d3,MASTER,Lee Kong Chian School of Business,MSc in Quantitative Finance,AY_2015,GY_2017
0ccdda1ab0c5d50f478332b6b0ebed922205b6aefed8ebc1df489ce704d1e1f8,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
21c333ee6405a5873cf61c082d39ed02192cac86ccb001cfa30f6c729e8ac11d,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
9f69f6db096897ec7622f7cc0310abbe23cb402ca150cdfefe6d9c1e216fef30,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
a5b27368221a3cbc1a96fb0c54a8297a2bd62214755e3962f349e38f2cc222f5,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
a3a08d4792530cbb692acdb445cb2416976155870d7b887fc8400ff73cb79fce,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
8c035fc13c2097d3a1481ba20772b55a2af62c23309a07b57d2c9a551e82e681,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
8fd78a808deeb4f510eee2cd20e7b7d00e8c5623cc6727b25194338c5d3188fa,ADMIN STAFF,Others,0,0,0
007591052fc4629628facbcdd491033eb08b4b5774fb73345a0e1ac821baf08a,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2015,0
f973647e5ba9ca48af474a58e09106fd5426c7af18fd747895db5ce0c7a697f8,MASTER,Lee Kong Chian School of Business,MSc in Quantitative Finance,AY_2015,GY_2017
bc5d36878b2ec20fa74397f8b683832dd2a19b9328187403c52e819d3ebdcb1c,MASTER,Lee Kong Chian School of Business,MSc in Quantitative Finance,AY_2015,GY_2017
6b8f904d6b960065c9df635102f01aada15896dd3594ea28874764a26fdf125a,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2011,GY_2015
8cd99aefa43881c493609919ef2aaad636c9b1e4aafc3b9b8cf80390f7ab48dd,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance (China),AY_2015,GY_2016
7a4a6a67f2b799c2636788d142d32ab3a5384baaf6afd0ec40609d30a4afb5cd,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2016,GY_2017
af306b16174e4ce1fba08c5b40682ff693e28ff81f17e629058e6747b5d9f727,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2011,GY_2015
a87bbc559ea8953054f75f8496d78b0ff03daafa99c046f6a49a572f676e5237,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
828616ba1d4d5758ffe66111b995e04e3544c730184031c2ccc3c51ee42f1f60,ALUMNI,0,0,0,0
5cab727d9197d3212ac0371e58b5cb3feb6707f2b7791f8ee85c4dd1a393a3e7,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
cdba6315c6236caced777ff0ba84596978a7641b9327e0324891604868ba7326,ADMIN STAFF,Others,0,0,0
a96a52c22d0f05a4ac1284e120dde310de3443d6a985280a8ca20ed8c8e7b391,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
407e4c00e95cf8fe333f17246fa62899305e75b71eb091b4afcefb2230e03d69,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
cbd526ea7a3d4b326e0d5f70eb07a39f3d0bd204b6e867f81c8a2f2bfeb9be60,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
5f721734060f2be84a69d1967f209041112f0ecb8855e5cd55735caa04ee211c,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,0
addb7c329e9dff953f076c6ad469d2202e22438ae80de90dc4808cb732064f5e,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
29d244a6879e8f8d2bd8dd9adcb54b46b9252706b7275c3def422fb62c3d516c,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
34138e190f897689561cd15d01165adf10a563817ab27603a5b4c4421287cdd2,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
92494b3429781256de2178368da1f66b24521862bdbf67a1c4e5dca3b1794b42,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
d366ff382540dfd5ec2e135510259a9d17a8392b3075fdeaffdfdb151732a2ee,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
0c7ea062abeada3d84cb44cb4eaecd469787884600d5edcb1f75793f4a19f1e5,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
60ba6cefea2309bbd247d84914cae48d54499c475dcc0ba01069e9629c57670a,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
77d330d3ccc9d18ceb89f2ab16436e9e817f80950f75b4f8c91ab3e9cbe975d3,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
aab4ebde3bf36dde28fe9bbe0a696da9c6df490c6a2b63a4bc7f8d2be10ff7a8,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
ba6d4e918554fc7c6a0317755346c97983bbdb4d350a9d933294d2662f42a43c,ADMIN STAFF,Lee Kong Chian School of Business,0,0,0
5437b1825d72795dc9379b526685c6922701970ed49b82262796fc47e94f18f3,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2014,0
9145a88f6b6719114db287b601f79cf7ed2e2ab70d9c6d320bc15c0b4d930909,ADMIN STAFF,Others,0,0,0
e3490a8434be3c6c200ec62883bd23438b6dfef50ae623b4174d051fa50c42e8,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2015,0
7a364645198b82f19edb1b6f6cc276f7b58c4e5a32535ec6fb80fd4369526d80,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2012,GY_2013
790325bf7ef29f96afb574dd1c04287db44f4f4fb2fba50b222b8d5dce9bfc49,ALUMNI,0,0,0,0
ee0b17805bdd1bca23ac0abb5a999181d5797133c49ef5798aee70f29675698f,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
a89df0434c27e90c3cbc85d8f3e804c4c3317c287b93a98aed5198c832072ab2,LIBRARY STAFF,Others,0,0,0
fda2749b029227ae3c2315d3bbd865d06115c29bbd093e2b21718b0210ec8219,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
c5a71e525f8770672f9cbf53099b61ddfcbb727b3fe6e109e59d5cf92b48e085,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2015,0
0640b2534386af9211a4406ac4e758481e9b09b2877109fa5403230a3da5cb8d,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
8ae19bf1572b511b4c007234f20e7a627373bea6636b42a9d202fa27d7c8e454,ADMIN STAFF,Others,0,0,0
67a45b2aa82098d4cd02ebcebf4c6ef2feceea71d4d0484a04bbd2ee4b1d4dde,MASTER,Lee Kong Chian School of Business,MSc in Wealth Management,AY_2013,GY_2014
4467c4185830ebf06fdbbd5ddb2926be8229225b64252b96581d778828301f40,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
513fe0f6edff6f1d8157fb7f6ea759f11244ce6d52c0008470823bc0bf14bf89,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,0
a692e2dbd1ba6738922f4b27740d643197c96659831798abe3792e194ee789d1,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
4567efacf430ffd2763706fe96ccceec233cc18935c1ca081534800cdd50a35f,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance (China),AY_2012,GY_2013
7455eb670b6b4e57fdfc240f95cbebc58931c3e8a85a9990769ed3789d786d47,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
505b70f628b66204243862ff1505ab5f40d245765caef0a5444751f8d0b23cf2,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
9b25aef306d8c1ea9a199c2afbe77783e74c6a17e7361e5bfd877c4eb690aea6,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
cf64a7b4279b6ff42c7bef614cfc9f24f4e86e5aaefb371b8e6f0f57159e9718,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2016,GY_2017
59ead4ec9526ae156c1384659aa27817d772454647b52aebd8a27e51d63644a7,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2016,GY_2017
32019fc91ff0eba7fa1d0bad15d345931d729fc68e21f313828c14e7970b312f,MASTER,School of Information Systems,Master of IT in Business,AY_2015,0
afa673ceced18203a65a54ca31c3388eb45e05f06e45c3229ee16a4aceb1fede,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
27ade055963b187d7b70986c03901b0e8389198f135d54bc0ae8fcd4afa8e173,ALUMNI,0,0,0,0
1f0da4b4d1854c773fd382b5a263e724f92f9d32f9d8a8c2c56a7113af58da6b,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
fce254ce018ea97a9e1f36306ffd0374114db12dd12abb0dab56c123546d164d,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance (Olin),AY_2016,GY_2017
0b0f5e33ac5f167188873c719430ec485d2cfb08d59eb681933c60c594cc5b69,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2013,GY_2016
2f7844ba0415b6ec60545322d032d591f2425ba1ae73c71fe6f9b7b725ba20a4,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
1a63b7cbc56d63445d90e13160cd96dec8eea36b723bb1f2fcc657007ea07856,UNDERGRADUATE STUDENTS,Others,"Local Exchange Programme,SMU Global Summer Programme",AY_2015,GY_2016
1538d0254a06288e01fe165a5e89e3447649591aec8af558a92313094f3807f9,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
f009acaee0b7888d459da4cd7f1f8e756a7bc2073630a2976b2fdd93c5b36652,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
4eb3c101911619e83ba4d2c04d7ce9fcc25b174de332e85e8f127f1bba471c22,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
e97991b9e234f219169203128ff7de2f4385c6a6a4c354051051cc96b4a83fc8,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2010,GY_2015
34f1d8ded7adcedfcbbe3d6869537cfb9d873290ff29c52f4e27c9a482a6a466,MASTER,School of Accountancy,Master of Prof Acct,AY_2014,GY_2015
a1c2901fb2ed2a91f130e15e778bb3ddf71b5558f5dd934b77fccae92adc52ae,MASTER,School of Information Systems,Master of IT in Business,AY_2014,GY_2016
8f7588de0b7b39bc2e66754d9a6e4b38f8abc3a2423965be30e60b1e89144b50,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
2562d4437aa746e344ddf7a91873344c0e10404b8a365a3ac5493e366723d14a,MASTER,School of Information Systems,Master of IT in Business,AY_2014,GY_2017
2e26b279f16c86b1767f0d9d84da1206a4a8c3b7eb136d29a03af1e85df026c0,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,GY_2017
97d837ef93c25e3fbe4e15d4f3290b0dc3c25bc6a539ad9491edd4eeebc66028,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,GY_2017
7d7592f938a6bc5678964df2641c1ba55f6964415cf69fb91493aa4f419b1d36,ALUMNI,School of Economics,0,0,0
7268d1f60eb21cd4c36f93f99ff34482dc01a505058f1089021e3bb232ab26d3,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,GY_2016
cf887fb7fc52c5cb629cde0efb83aa04669dadbb27ec45fea570e9c35006a756,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
eb2000ca795ae4daf3309f10cde014cfdcd31a9c61f4cf4e6d8be581bc0875e8,MASTER,School of Information Systems,Master of IT in Business,AY_2015,GY_2017
e0568c95ca12da1008b17d9925f55380885a85ee43cf7dfe81890b11cc84088e,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2015,0
3c4e52ea0f07ff2ebfd2d37ac662ae349a608ec44e4513548859079411eca129,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
8cea6346383f5deaea2725901feda63e5b00cba108b272dbf8022d3851512220,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
459a40d4362c22b1106a772f8fa043790db8ccb996601bfa900ebaeb028d41f8,MASTER,School of Information Systems,Master of IT in Business,AY_2014,GY_2016
42040ca37ec8be22ddf9e61beb23d1b5607d56e13207ea1eebe4c763217e4988,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2011,GY_2013
6ef3522c745accec1ed4ed9516fd441bdec92a8fa1d485cffcbe9724ab56e5e0,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2012,GY_2016
ea46d2adb40e1dd34187906d1423cfcfc16855d60335ad15f85636c9b0fe37ac,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2016,0
e7d825bfe5480e216f00b0f113daefe8387e462690746fe0745e7ca4627dc866,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
e7a77d3bf0b5321721f6757bf40c2d50e4912506af283d1034fac18df3346372,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
af1c120c015d57b079daed0c082dcf296473d2e03f11079763b6daf6216554b8,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
261ddb34dc64897c013d1954e37bc538c2edd8605df77577df6dddb5cd7514ad,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
edfe1305d66df031e59c870e3e380a9a34b0d2d982626c6a775ed85bfa0ae8f9,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
62ec61fea6a4a757fccda7338898c90a5ae938d24b195b22c10627a35bea2af5,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2012,GY_2016
