Email Address,Start Date,End Date,School,Pre-Confidence Scoping your topic,Pre-Confidence Searching Keywords,Pre-Confidence Searching library online databases,Pre-Confidence Searching the Internet using Google,Pre-Confidence  Evaluating information,Pre-Confidence Citing References,Pre-Confidence Creating Reference List,Pre-Confidence Scoping your topic (numeric),Pre-Confidence Searching Keywords (numeric),Pre-Confidence Searching library online databases (numeric),Pre-Confidence Searching the Internet using Google (numeric),Pre-Confidence  Evaluating information (numeric),Pre-Confidence Citing References (numeric),Pre-Confidence Creating Reference List (numeric),Pre-Training Scoping your topic,Pre-Training Searching using keywords,Pre-Training Searching library online databases,Pre-Training Searching the Internet using Google,Pre-Training Evaluating information,Pre-Training Citing References,Pre-Training Creating Reference List,Pre-Training Scoping your topic  (numeric),Pre-Training Searching using keywords (numeric),Pre-Training Searching library online databases (numeric),Pre-Training Searching the Internet using Google (numeric),Pre-Training Evaluating information (numeric),Pre-Training Citing References (numeric),Pre-Training Creating Reference List (numeric)
3175b1d2451c11758899829dda913cafb0cf3fae4d9545781b222c6ccb8d4516,8/20/2017 12:49,8/20/2017 12:51,Lee Kong Chian School of Business,Somewhat confident,Confident,Slightly confident,Very confident,Confident,Confident,Slightly confident,3,4,2,5,4,4,2,Yes,Unsure,Unsure,Yes,Yes,Yes,Unsure,1,0,0,1,1,1,0
4248374ec35dc5a095171422b58248ab50e0a168fa86e4f8c415bfc4d66b30d0,8/20/2017 12:32,8/20/2017 12:33,School of Information Systems,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,Confident,Confident,Confident,3,2,2,3,4,4,4,No,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
2a10ad7be09d48f6573e7a189d7cd94b1b2d5ddb8e8626c8a78fdf6d0bfed0b4,8/20/2017 12:21,8/20/2017 12:22,School of Economics,Slightly confident,Slightly confident,Confident,Confident,Somewhat confident,Slightly confident,Somewhat confident,2,2,4,4,3,2,3,No,No,Yes,Yes,Unsure,No,Yes,0,0,1,1,0,0,1
cd409af8852e55edb26c1ee205582ce9df94ce4fd3633342b4652ff58909aa1f,8/20/2017 12:19,8/20/2017 12:22,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,1,2,2,3,2,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
23a666e93c0168caa7ca105de49557cbe69e7b92f8c4654921787f68c0b1f956,8/20/2017 12:11,8/20/2017 12:13,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Somewhat confident,Confident,Confident,Confident,4,4,3,3,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
09ed9e5e7977f908e4dcddd57c489764ba160eab023e275b66c739c5136c828d,8/20/2017 11:16,8/20/2017 11:22,School of Information Systems,Somewhat confident,Confident,Not confident at all,Very confident,Somewhat confident,Somewhat confident,Confident,3,4,1,5,3,3,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
715315f4d88a28b36d19ff1e20830348ce678028b8a0ed9288cbf86cba250413,8/20/2017 10:51,8/20/2017 10:52,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,2,2,3,2,2,2,2,No,Yes,No,No,Yes,Yes,Yes,0,1,0,0,1,1,1
90fdf3afa8c7752c3ed3208b7785f409c6debb0ac46449bcbd8e1d5b2097833d,8/20/2017 10:36,8/20/2017 10:52,School of Accountancy,Slightly confident,Not confident at all,Not confident at all,Slightly confident,Not confident at all,Not confident at all,Not confident at all,2,1,1,2,1,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
366a6bcb900c05607cd3b8fbadec40a4e690ae8d2e8d576c5792ddcc96a78303,8/20/2017 10:40,8/20/2017 10:42,School of Accountancy,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,2,2,2,2,2,2,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
f8c37e7ff354638bf8e3835ba84cefabb7d4d2303aacd4dc1b8fb096baad6614,8/20/2017 2:54,8/20/2017 2:55,Lee Kong Chian School of Business,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,No,No,Yes,Unsure,No,No,1,0,0,1,0,0,0
d5a663388a22671be474d4471731e8bda834b4cd5134c1e572b0a92f2361ca0d,8/20/2017 2:43,8/20/2017 2:47,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Not confident at all,Very confident,Slightly confident,Somewhat confident,Slightly confident,2,2,1,5,2,3,2,Yes,Yes,No,Yes,Yes,Unsure,Yes,1,1,0,1,1,0,1
671c1e6d7cb5eb34bce883c1042d299573694d2d29c300b2858111a26d0e56cb,8/20/2017 2:16,8/20/2017 2:18,School of Accountancy,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,3,4,2,4,3,3,3,No,No,Unsure,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
d05488673e8e3b108d65e8633e6078c5c7e5d1d8c57ea0aa34d28e5078809975,8/20/2017 1:56,8/20/2017 1:57,Lee Kong Chian School of Business,Somewhat confident,Confident,Slightly confident,Very confident,Somewhat confident,Confident,Confident,3,4,2,5,3,4,4,Yes,No,No,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1
7aa62be148945d2f612feead40e827c70c2eebcea252b8f2a1762ab4d4212ef2,8/20/2017 0:57,8/20/2017 0:58,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Somewhat confident,Slightly confident,2,2,1,3,2,3,2,No,Unsure,Yes,Yes,Yes,Yes,Unsure,0,0,1,1,1,1,0
45fbb20592be0572e85f6b4f90ef02e938891efd5fe423888b7e7b290d58e974,8/20/2017 0:49,8/20/2017 0:51,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Confident,Confident,Somewhat confident,3,3,3,4,4,4,3,No,Yes,No,Yes,Yes,No,Unsure,0,1,0,1,1,0,0
454ba35d434dbb3b634ca31bdde90f6794a41c6f886266602a5f8d90a21ff0ba,8/20/2017 0:42,8/20/2017 0:44,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Confident,Confident,Confident,3,3,3,4,4,4,4,No,No,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
86ad503e91e69823b4de54d87d8a6cf5adbfb23a7b046cad755346af3de1181e,8/20/2017 0:33,8/20/2017 0:36,Lee Kong Chian School of Business,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,3,4,3,4,3,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
fda55334e009c9922a72f4575e7b6efd63176b14b171860d48df256c5ce63d2e,8/19/2017 23:49,8/19/2017 23:52,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Somewhat confident,Confident,Slightly confident,Slightly confident,Slightly confident,2,2,3,4,2,2,2,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Unsure,0,0,0,1,0,0,0
5c00420808dc8b6659247a78eb98da6e2b87b9805bae6b4f8cef6c71198f2ca7,8/19/2017 23:40,8/19/2017 23:42,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,2,3,2,3,2,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
5150df81fcee7e68f0251b9ebd42d0a0bebfad58901c3c0f791ef05a5bff7f8b,8/19/2017 23:40,8/19/2017 23:42,Lee Kong Chian School of Business,Somewhat confident,Confident,Confident,Confident,Confident,Confident,Confident,3,4,4,4,4,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
948d0531e4b6b4f37fc52dd917183ed112f38b29304b42fc1b421e1e569537a5,8/19/2017 23:36,8/19/2017 23:39,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,2,3,3,3,3,3,3,No,No,No,No,Yes,No,No,0,0,0,0,1,0,0
4094a5e7aa606701b08438a08f5e2a7246ef8f5399c62ec1d5c26339184ad399,8/19/2017 21:51,8/19/2017 21:53,School of Accountancy,Confident,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,4,4,4,4,4,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
0b320420d7a89e6b9c56ec7f27985a3f48a74988f14d99b92f6b607ebccb3adc,8/19/2017 21:36,8/19/2017 21:38,School of Accountancy,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,3,4,3,4,3,4,4,Yes,Yes,Unsure,Yes,Unsure,Yes,Unsure,1,1,0,1,0,1,0
f3bdabe0731d5770efff05c819f1317128ce6f667b0d55d3098a51c2a883f6db,8/19/2017 21:34,8/19/2017 21:36,School of Accountancy,Somewhat confident,Confident,Not confident at all,Somewhat confident,Somewhat confident,Very confident,Confident,3,4,1,3,3,5,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
32da0ee40cad74fa5988f7f05dd000a7a6d8fb7d5aa6f0c071d35957e60dff23,8/19/2017 21:20,8/19/2017 21:23,School of Economics,Slightly confident,Slightly confident,Not confident at all,Confident,Somewhat confident,Somewhat confident,Slightly confident,2,2,1,4,3,3,2,No,Unsure,No,Yes,No,Unsure,Unsure,0,0,0,1,0,0,0
db35c26711d8dc4c870e37d677dd6860b27d168d464ad50d084e34cf13aea4db,8/19/2017 21:17,8/19/2017 21:19,Lee Kong Chian School of Business,Confident,Confident,Not confident at all,Very confident,Confident,Very confident,Very confident,4,4,1,5,4,5,5,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
e693150f4e57750e72b22e3a643faf7019a7cbfc72bac87a659d940779717515,8/19/2017 21:13,8/19/2017 21:17,School of Information Systems,Slightly confident,Somewhat confident,Slightly confident,Confident,Confident,Somewhat confident,Somewhat confident,2,3,2,4,4,3,3,Unsure,Yes,Yes,Yes,Yes,Yes,Unsure,0,1,1,1,1,1,0
a7d463dd0a3669e8e5670861ae5349dcedbf06b245a055c77f5a00eb4a1633db,8/19/2017 20:49,8/19/2017 20:53,Lee Kong Chian School of Business,Not confident at all,Not confident at all,Not confident at all,Somewhat confident,Slightly confident,Slightly confident,Not confident at all,1,1,1,3,2,2,1,No,Unsure,No,Yes,No,No,No,0,0,0,1,0,0,0
1d7cd7b61c1ab66b34a75cb075fcceabb161f4a5e772f3eb782ad94ef55ded32,8/19/2017 20:45,8/19/2017 20:46,Lee Kong Chian School of Business,Confident,Very confident,Not confident at all,Very confident,Confident,Confident,Confident,4,5,1,5,4,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
00b677e11634957bfabff109226475ca03363d96825b767a3c845c7b9c7ef2e1,8/19/2017 20:30,8/19/2017 20:32,School of Social Sciences,Not confident at all,Slightly confident,Not confident at all,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,1,2,1,2,3,3,3,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
2a5ff39d40f8512d8aef0819413151c207eb037e1fe69b70789a09249eeac002,8/19/2017 20:07,8/19/2017 20:10,Lee Kong Chian School of Business,Confident,Confident,Confident,Very confident,Very confident,Confident,Very confident,4,4,4,5,5,4,5,Yes,Yes,No,Yes,Yes,No,No,1,1,0,1,1,0,0
d0c058c6711396c389467a3321e73fdf172d694d44b246aa7188e0a0ce2a68f9,8/19/2017 19:18,8/19/2017 19:19,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,2,2,3,3,3,3,3,No,Yes,Yes,Yes,Yes,No,Unsure,0,1,1,1,1,0,0
92614e4898761bc2a466b54fd0b205c82dcf5e7ab3d02feb0f59c9c108c309fc,8/19/2017 18:53,8/19/2017 18:54,Lee Kong Chian School of Business,Somewhat confident,Confident,Confident,Confident,Confident,Very confident,Very confident,3,4,4,4,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
16e9104d10b260f5d59d7fabc94f9aaa03a347abce02afcc4288b9877285578d,8/19/2017 18:27,8/19/2017 18:30,School of Economics,Slightly confident,Somewhat confident,Confident,Confident,Slightly confident,Somewhat confident,Somewhat confident,2,3,4,4,2,3,3,No,No,Unsure,Yes,Unsure,No,No,0,0,0,1,0,0,0
9dea2f900257ca2c82c1dae0326e62c87824fbb0542f2aa08f81dfc7c48d6563,8/19/2017 17:16,8/19/2017 17:29,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Not confident at all,Not confident at all,3,3,1,4,3,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
d88b576d49c68801bf9ef14da4947bea6a344961807d25ea5b34c3fe92cd9e02,8/19/2017 16:55,8/19/2017 17:02,School of Accountancy,Slightly confident,Slightly confident,Slightly confident,Confident,Confident,Confident,Confident,2,2,2,4,4,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
48c8600290d8332b084ae479936b94d1e8cdd5c6d7efc59ff9cb49245a9bb85c,8/19/2017 16:50,8/19/2017 16:53,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,2,3,3,3,3,No,No,No,No,Unsure,No,Unsure,0,0,0,0,0,0,0
0b9268556b8fa707c7786da0d7a7fb38a48ec22d3411b506247c07d99edad09f,8/19/2017 16:01,8/19/2017 16:04,School of Information Systems,Confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Somewhat confident,4,4,3,5,4,3,3,Yes,Yes,No,Yes,Yes,No,No,1,1,0,1,1,0,0
fc3a487a0e0af30574a6a3bb7380518665ac8b86c58424b91bf50ae430c54cdf,8/19/2017 15:45,8/19/2017 15:47,Lee Kong Chian School of Business,Slightly confident,Confident,Not confident at all,Very confident,Confident,Confident,Confident,2,4,1,5,4,4,4,No,No,Unsure,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
d9504d34161ab4058e97643c29443aab374b0674a3b0f985478c8e1c8e5b54b8,8/19/2017 15:38,8/19/2017 15:40,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Not confident at all,Very confident,Confident,Very confident,Confident,3,3,1,5,4,5,4,No,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1
64098885b9c9b7f44b7949f0244c269e79568a1534756185137b3525e11de340,8/19/2017 15:04,8/19/2017 15:05,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
be8cb3de925bdf5c08f47016c120c9dc92fb81abe0978e814dce318d15f860c9,8/19/2017 14:53,8/19/2017 15:00,School of Information Systems,Confident,Confident,Not confident at all,Very confident,Somewhat confident,Very confident,Very confident,4,4,1,5,3,5,5,Yes,Yes,No,Yes,No,Yes,Yes,1,1,0,1,0,1,1
8a1cd2ef356af624222b0c0e8efd5e0e73373a0fc092b6c3f213673efb7affd4,8/19/2017 14:48,8/19/2017 14:50,School of Social Sciences,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,3,4,3,4,4,4,4,Unsure,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
f62ef3b90da61b50305408d47c7de4e81edca54d62851da010b5a9b6207afbac,8/19/2017 14:28,8/19/2017 14:31,School of Information Systems,Somewhat confident,Confident,Not confident at all,Very confident,Confident,Not confident at all,Not confident at all,3,4,1,5,4,1,1,Yes,No,Unsure,Unsure,No,Unsure,Unsure,1,0,0,0,0,0,0
e6f57475512902642503edbce4a27e8cc4b8e31e7c8afabba1f28b40d37f1dd9,8/19/2017 14:24,8/19/2017 14:26,School of Economics,Somewhat confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Very confident,3,3,1,4,2,3,5,Yes,Yes,No,Yes,No,No,Yes,1,1,0,1,0,0,1
cb04217154c5734e712694dcec9f5519f34fdb67da138e8b6ed21e8e00b92788,8/19/2017 14:22,8/19/2017 14:25,School of Economics,Somewhat confident,Confident,Not confident at all,Very confident,Slightly confident,Somewhat confident,Confident,3,4,1,5,2,3,4,No,Yes,No,Yes,Unsure,Yes,Yes,0,1,0,1,0,1,1
69eb22bdb974d69630adc82c8d5d9aa8de63b39521e672d46a719ce483fccac1,8/19/2017 14:03,8/19/2017 14:04,School of Social Sciences,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
848d74b2ddb122af3bcba5b738e2f2f8eabd9b58553c1acfab3f6a1c6b346347,8/19/2017 13:57,8/19/2017 14:00,School of Law,Somewhat confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Slightly confident,3,3,2,4,2,3,2,Yes,Yes,Unsure,Yes,Unsure,Unsure,Unsure,1,1,0,1,0,0,0
ef69f732e6d20c75f18ded2075442b1f7f9870dcbf7e4846640b27f15c9d47db,8/19/2017 13:57,8/19/2017 14:00,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,2,2,2,2,2,2,2,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
538c4cd9b13e067c1cfc19b3a495e85806d7b83353c1465121034bc54bd6e4a5,8/19/2017 13:57,8/19/2017 13:58,School of Law,Somewhat confident,Not confident at all,Not confident at all,Not confident at all,Slightly confident,Not confident at all,Not confident at all,3,1,1,1,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
257d187bb3a00946325ed5907554ec733e9c12e1e598ff03299cada8970de374,8/19/2017 13:22,8/19/2017 13:31,School of Law,Slightly confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Confident,Very confident,2,3,1,4,3,4,5,Unsure,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
e001fb1ee9ee531109a0d40749bf640cf9994f1f46e7119ea256b600f74432d2,8/19/2017 13:20,8/19/2017 13:21,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,2,3,3,3,4,3,3,Yes,Yes,No,No,No,No,No,1,1,0,0,0,0,0
6993bebd3c65f0340b0f26b1d2ab40fbda3124b52a049b15168d7c38350736f6,8/19/2017 13:09,8/19/2017 13:10,School of Social Sciences,Confident,Confident,Somewhat confident,Very confident,Confident,Very confident,Confident,4,4,3,5,4,5,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
b5170806e96e65603c7cb79468f23ba871a49163ed6e002e6da50f9c2bc5e2cf,8/19/2017 12:44,8/19/2017 12:46,School of Economics,Slightly confident,Slightly confident,Not confident at all,Confident,Somewhat confident,Somewhat confident,Confident,2,2,1,4,3,3,4,No,No,No,Unsure,No,No,No,0,0,0,0,0,0,0
3fb1e8fe0322d049dce2f3018feb3d9f24a8e7d36d4234f3a2f5eb42dc947a02,8/19/2017 12:42,8/19/2017 12:43,School of Information Systems,Confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,4,4,3,4,4,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
a66d13de52a764fea9a1ecc373e02876d133c1c758094d2874d6cc396ea88073,8/19/2017 12:38,8/19/2017 12:40,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
304a01627766b056ff056a8b0b812d2f05de7491bf33d0a6ccd70ab7bf14e79f,8/19/2017 12:29,8/19/2017 12:31,School of Information Systems,Confident,Very confident,Not confident at all,Very confident,Very confident,Not confident at all,Very confident,4,5,1,5,5,1,5,Yes,Yes,No,Yes,Yes,No,Yes,1,1,0,1,1,0,1
8554df47cd41048e2ff91723b984766acbed7e468cafcd803e10de2970aed69c,8/19/2017 12:23,8/19/2017 12:25,School of Economics,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Confident,3,4,3,4,3,3,4,Unsure,Yes,Unsure,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
fb65ff2fd20cd3c264fe2153d532bef81656d870d1db964216979b583c6c129d,8/19/2017 12:13,8/19/2017 12:18,School of Economics,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Slightly confident,Not confident at all,2,2,1,3,2,2,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
b0cf479a42335c879a808aa973bc5225968b83bcd7fa1d76d19cd8c23fbd0eaf,8/19/2017 11:46,8/19/2017 11:50,School of Economics,Not confident at all,Not confident at all,Not confident at all,Confident,Slightly confident,Slightly confident,Slightly confident,1,1,1,4,2,2,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
cfa4d01f13bb38affd6482b309549c18925cec00d091c44c65a6d2f722ab205a,8/19/2017 11:20,8/19/2017 11:21,Lee Kong Chian School of Business,Somewhat confident,Confident,Confident,Confident,Confident,Confident,Confident,3,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
ac33536f6504dd7ff3dcb0374688e7c09e55641e6301b837ace07c4c7acd4921,8/19/2017 9:36,8/19/2017 9:38,Lee Kong Chian School of Business,Confident,Very confident,Confident,Very confident,Somewhat confident,Somewhat confident,Confident,4,5,4,5,3,3,4,Yes,Yes,Yes,Yes,Yes,No,Yes,1,1,1,1,1,0,1
9b7b6ce8488647d6faef8959139f1b8689fe7600710cd8949d96b90709a89331,8/19/2017 9:31,8/19/2017 9:33,School of Accountancy,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Confident,Somewhat confident,2,3,2,4,3,4,3,No,No,No,No,Yes,No,Yes,0,0,0,0,1,0,1
4124a0bbff1dc7c8a73669251ddd45b96ad3d31ca289dd6a79d7c93d9f770478,8/19/2017 8:31,8/19/2017 8:32,School of Information Systems,Slightly confident,Confident,Somewhat confident,Confident,Slightly confident,Confident,Confident,2,4,3,4,2,4,4,No,No,Unsure,Yes,No,Yes,Unsure,0,0,0,1,0,1,0
381d261de9fba8e10e94f98bad512eca58c3a2b1f3d13d02e16a1ce8c5273eff,8/19/2017 7:23,8/19/2017 7:25,School of Accountancy,Slightly confident,Somewhat confident,Not confident at all,Somewhat confident,Somewhat confident,Confident,Confident,2,3,1,3,3,4,4,No,Unsure,No,Unsure,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
d4edbf6ed54da80240be4d4ccebcf55cb444ae592acd9d971ec5afbe1d32c89b,8/19/2017 3:41,8/19/2017 3:43,School of Economics,Confident,Very confident,Confident,Very confident,Very confident,Very confident,Very confident,4,5,4,5,5,5,5,Yes,No,No,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1
bc728241cd13cdabeb3248db3088d3f270996cf83d73bd80244ab25547c5d893,8/19/2017 2:01,8/19/2017 2:01,School of Information Systems,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Yes,Unsure,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1
100da291b7b8fb41cec77104968fbd566dc77c9ef280603699a4c6d298631310,8/19/2017 1:48,8/19/2017 1:51,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Very confident,Confident,Confident,Not confident at all,4,4,3,5,4,4,1,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,0
5eea15b600a2fa77a827f444eb64f1ce4cab7a153de376d399eeef2db3f023e3,8/19/2017 1:42,8/19/2017 1:43,School of Accountancy,Somewhat confident,Somewhat confident,Slightly confident,Confident,Confident,Somewhat confident,Somewhat confident,3,3,2,4,4,3,3,Yes,Yes,Unsure,Unsure,Yes,Yes,Yes,1,1,0,0,1,1,1
b8702b61c4334f3aebdcadaaf1fcde8166ddcdfc1f88661571929b0e22401c4e,8/19/2017 1:35,8/19/2017 1:39,School of Information Systems,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Not confident at all,Not confident at all,3,4,2,4,3,1,1,No,No,No,Yes,No,No,No,0,0,0,1,0,0,0
e059f66e12ffd720cf5caa5512fb633003f18505a4ff747d42c23ea202c71e29,8/19/2017 1:37,8/19/2017 1:39,School of Economics,Somewhat confident,Confident,Confident,Very confident,Very confident,Somewhat confident,Somewhat confident,3,4,4,5,5,3,3,No,No,No,No,No,Unsure,No,0,0,0,0,0,0,0
3eb97aa76e0295b9951233ff307cdc9c0aec29bac7823132e66c46014865b541,8/18/2017 23:54,8/19/2017 0:01,School of Social Sciences,Slightly confident,Confident,Not confident at all,Very confident,Somewhat confident,Slightly confident,Somewhat confident,2,4,1,5,3,2,3,Yes,Yes,No,Yes,Unsure,Unsure,Yes,1,1,0,1,0,0,1
44a9b687b77cee123dc76e5290ee0d3fbd3d87b6ebbb8d0efbd135ce40600867,8/18/2017 23:54,8/18/2017 23:58,Lee Kong Chian School of Business,Somewhat confident,Confident,Confident,Very confident,Very confident,Somewhat confident,Somewhat confident,3,4,4,5,5,3,3,Yes,Yes,Unsure,Yes,Yes,Unsure,Unsure,1,1,0,1,1,0,0
